minflt,majflt,utime,stime,num_threads,vsize,rss,startstack,kstkeip,processor,num_file_desc,rchar,wchar,read_bytes,write_bytes,cancelled_write_bytes
ENTER-org/apache/hadoop/dfs/DFSClient$datanodeReport,64100.000000817818,-1.9563360031282784e-05,684.00000002566412,29.999996920043486,51.000017823888854,1529524224.0,51166.999998928761,140736256070976.0,140246638600520.0,1.0,67.00000005825116,8933339.0000000149,5894.0000000012806,552959.99999993085,299007.99999999744,4096.0000000195942
ENTER-org/apache/hadoop/dfs/DFSClient$LeaseChecker$run,64110.000000810287,-1.9452157567156902e-05,684.00000002606066,29.999996965515038,52.000017739833169,1530576896.0,51166.999998937317,140736256070976.0,140246638600520.0,1.0,67.000000071416906,8934190.0000000298,5985.000000001397,552959.99999993062,299007.99999999767,4096.0000000208056
ENTER-org/apache/hadoop/dfs/FSConstants$DatanodeReportType$values,64110.000000810251,-1.9410567411615176e-05,684.00000002607339,29.999996965454102,52.000017755301172,1530576896.0,51166.999998937346,140736256070976.0,140246638600520.0,1.0,68.000000067326198,8934308.0000000298,5985.0000000015134,552959.99999993062,299007.99999999767,4096.0000000208165
ENTER-org/apache/hadoop/dfs/DFSClient$access$000,64111.000000809501,-1.943127130932254e-05,684.00000002610068,29.99999696843679,52.000017723578949,1530576896.0,51166.999998938227,140736256070976.0,140246638600520.0,1.0,67.000000071392023,8934950.0000000298,5985.0000000012806,552959.99999993062,299007.99999999814,4096.000000020842
EXIT-org/apache/hadoop/dfs/FSConstants$DatanodeReportType$values,64111.000000809472,-1.9389681154002858e-05,684.00000002610614,29.999996968376308,52.000017739046967,1530576896.0,51166.999998938263,140736256070976.0,140246638600520.0,1.0,68.000000067301315,8935068.0000000447,5985.000000001397,552959.99999993062,299007.99999999814,4096.0000000208347
EXIT-org/apache/hadoop/dfs/DFSClient$access$000,64111.00000080945,-1.9430344379234299e-05,684.00000002610068,29.999996968333562,52.000017721152716,1530576896.0,51166.999998938292,140736256070976.0,140246638600520.0,1.0,67.000000071395547,8935710.0000000298,5985.0000000012806,552959.99999993062,299007.99999999767,4096.0000000208383
ENTER-org/apache/hadoop/dfs/NameNode$getDatanodeReport,64111.000000809428,-1.943020046213384e-05,684.00000002609886,29.999996968317191,52.000017720776022,1530576896.0,51166.999998938292,140736256070976.0,140246638600520.0,1.0,67.00000007139613,8935828.0000000149,5985.0000000017462,552959.99999993062,299007.9999999979,4096.0000000208456
ENTER-org/apache/hadoop/dfs/DataBlockScanner$run,64121.000000802109,-1.9322085387685206e-05,684.0000000264954,29.999997013860593,53.000017644258165,1531629568.0,51166.999998946631,140736256070976.0,140246638600520.0,1.0,67.000000084538883,8936470.0000000298,5985.0000000016298,552959.9999999305,299007.9999999979,4096.0000000220534
ENTER-org/apache/hadoop/dfs/FSNamesystem$datanodeReport,64122.00000080133,-1.9260535903509179e-05,684.00000002652087,29.999997016826001,53.000017645898183,1531629568.0,51166.999998947504,140736256070976.0,140246638600520.0,1.0,68.000000080419625,8936588.0000000447,5985.0000000018626,552959.9999999305,299007.9999999979,4096.0000000220825
ENTER-org/apache/hadoop/dfs/DataBlockScanner$assignInitialVerificationTimes,64123.000000800566,-1.9239793563885499e-05,684.00000002654997,29.999997019766397,53.000017630020665,1531629568.0,51166.999998948406,140736256070976.0,140246638600520.0,1.0,68.000000080394116,8937230.0000000298,5985.0000000012806,552959.99999993062,299007.9999999986,4096.0000000221044
ENTER-org/apache/hadoop/dfs/FSNamesystem$checkSuperuserPrivilege,64123.000000800545,-1.9239649646118906e-05,684.00000002654997,29.999997019748207,53.000017629643963,1531629568.0,51166.99999894842,140736256070976.0,140246638600520.0,1.0,68.00000008039467,8937348.0000000447,5985.0000000012806,552959.9999999305,299007.99999999767,4096.0000000221044
ENTER-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$newReader,64123.000000800545,-1.9280632418849919e-05,684.00000002654815,29.999997019741841,53.000017612586127,1531629568.0,51166.999998948428,140736256070976.0,140246638600520.0,1.0,67.000000084487709,8937728.0000000447,5985.0000000016298,552959.9999999305,299007.99999999767,4096.0000000220971
ENTER-org/apache/hadoop/dfs/DataNode$startDistributedUpgradeIfNeeded,64123.00000079962,-1.9266204027479361e-05,684.00000002659181,29.999997018120212,53.000017574819921,1531629568.0,51166.999998949352,140736256070976.0,140246638600520.0,1.0,67.000000084542663,8949558.0000000298,5985.0000000011642,552959.99999993062,299007.99999999767,4096.0000000221116
ENTER-org/apache/hadoop/dfs/DataNode$getDataNode,64126.000000797401,-1.9205862578086652e-05,684.00000002667184,29.999997027147856,53.000017532122861,1531629568.0,51166.999998951913,140736256070976.0,140246638600520.0,1.0,67.000000084458847,8949938.0000000298,5985.0000000016298,552959.99999993062,299007.9999999979,4096.0000000222099
EXIT-org/apache/hadoop/dfs/DataNode$getDataNode,64126.000000797372,-1.9205399114152755e-05,684.00000002667002,29.99999702709556,53.000017530909744,1531629568.0,51166.999998951942,140736256070976.0,140246638600520.0,1.0,67.000000084460609,8950318.0000000298,5985.0000000017462,552959.99999993062,299007.99999999837,4096.0000000222062
ENTER-org/apache/hadoop/dfs/UpgradeManager$getUpgradeState,64126.000000797336,-1.9204935649108634e-05,684.0000000266773,29.999997027042355,53.000017529696635,1531629568.0,51166.999998951971,140736256070976.0,140246638600520.0,1.0,67.000000084462485,8950698.0000000298,5985.000000001397,552959.99999993062,299007.99999999814,4096.0000000222135
EXIT-org/apache/hadoop/dfs/UpgradeManager$getUpgradeState,64126.000000797307,-1.9204472184286558e-05,684.00000002668094,29.999997026990968,53.000017528483518,1531629568.0,51166.999998952007,140736256070976.0,140246638600520.0,1.0,67.000000084464205,8951078.0000000149,5985.000000001397,552959.99999993062,299007.99999999837,4096.0000000222135
EXIT-org/apache/hadoop/dfs/DataNode$startDistributedUpgradeIfNeeded,64126.000000797285,-1.9204008719686527e-05,684.00000002667548,29.999997026939127,53.000017527270401,1531629568.0,51166.999998952037,140736256070976.0,140246638600520.0,1.0,67.000000084465981,8951458.0000000447,5985.0000000017462,552959.99999993062,299007.9999999979,4096.0000000222062
ENTER-org/apache/hadoop/dfs/DataNode$offerService,64126.000000797263,-1.9203545254642407e-05,684.00000002668094,29.999997026887286,53.000017526057277,1531629568.0,51166.999998952058,140736256070976.0,140246638600520.0,1.0,67.000000084467715,8951838.0000000298,5985.0000000017462,552959.99999993062,299007.99999999837,4096.0000000222026
ENTER-org/apache/hadoop/dfs/DataNode$now,64126.000000797212,-1.9203081789598286e-05,684.00000002668276,29.99999702683408,53.000017524844168,1531629568.0,51166.999998952095,140736256070976.0,140246638600520.0,1.0,67.000000084469519,8952218.0000000596,5985.0000000019791,552959.99999993062,299007.99999999814,4096.0000000222026
EXIT-org/apache/hadoop/dfs/DataNode$now,64126.000000797183,-1.9202618324554166e-05,684.00000002668457,29.999997026782694,53.000017523631051,1531629568.0,51166.999998952117,140736256070976.0,140246638600520.0,1.0,67.000000084471267,8952598.0000000149,5985.000000001397,552959.99999993062,299007.99999999814,4096.0000000221989
ENTER-org/apache/hadoop/dfs/FSDataset$getCapacity,64126.000000797161,-1.9202154860620269e-05,684.00000002668639,29.999997026730853,53.000017522417934,1531629568.0,51166.999998952153,140736256070976.0,140246638600520.0,1.0,67.000000084473044,8952978.0000000149,5985.0000000016298,552959.99999993062,299007.99999999814,4096.0000000222099
ENTER-org/apache/hadoop/dfs/FSDataset$FSVolumeSet$getCapacity,64126.000000797132,-1.9201691395132059e-05,684.00000002668457,29.999997026679921,53.000017521204825,1531629568.0,51166.999998952182,140736256070976.0,140246638600520.0,1.0,67.000000084474792,8953358.0000000298,5985.0000000018626,552959.99999993062,299007.99999999767,4096.0000000222208
ENTER-org/apache/hadoop/dfs/FSDataset$FSVolume$getCapacity,64126.000000797096,-1.9201227930309983e-05,684.00000002669185,29.999997026626716,53.000017519991715,1531629568.0,51166.999998952218,140736256070976.0,140246638600520.0,1.0,67.000000084476568,8953738.0000000298,5985.0000000016298,552959.99999993062,299007.9999999979,4096.0000000222135
ENTER-org/apache/hadoop/dfs/DataNode$DataXceiveServer$run,64138.000000788343,-1.9053513746314366e-05,684.00000002712659,29.999997078260094,54.000017416654302,1532682240.0,51166.99999896223,140736256070976.0,140246638600520.0,1.0,67.000000097560999,8954118.0000000149,5985.0000000016298,552959.9999999305,299007.99999999814,4096.000000023465
ENTER-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$access$200,64140.000000786829,-1.8972648996751218e-05,685.00000002719389,29.999997084019469,54.000017403053363,1532682240.0,51166.999998963962,140736256070976.0,140246638600520.0,1.0,68.000000093420539,8954760.0000000298,5985.0000000015134,552959.99999993062,299007.9999999986,4096.0000000235268
EXIT-org/apache/hadoop/dfs/FSNamesystem$checkSuperuserPrivilege,64140.000000786822,-1.897250507876258e-05,685.00000002719025,29.999997084003098,54.000017402676662,1532682240.0,51166.999998963962,140736256070976.0,140246638600520.0,1.0,68.00000009342105,8954878.0000000447,5985.0000000012806,552959.99999993062,299007.9999999979,4096.0000000235341
EXIT-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$access$200,64140.000000786808,-1.9013168304660155e-05,685.00000002718843,29.999997083959443,54.000017384782417,1532682240.0,51166.999998964005,140736256070976.0,140246638600520.0,1.0,67.00000009751534,8955520.0,5985.0000000010477,552959.99999993062,299007.99999999814,4096.0000000235414
ENTER-org/apache/hadoop/dfs/FSNamesystem$getDatanodeListForReport,64140.000000786764,-1.8971578149562518e-05,685.00000002719753,29.999997083898506,54.000017400250428,1532682240.0,51166.999998964027,140736256070976.0,140246638600520.0,1.0,68.000000093424589,8955638.0000000298,5985.0000000015134,552959.99999993062,299007.9999999979,4096.0000000235377
ENTER-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$Reader$readNext,64140.00000078672,-1.8970795137907004e-05,685.00000002719753,29.99999708381165,54.00001739820091,1532682240.0,51166.999998964078,140736256070976.0,140246638600520.0,1.0,68.00000009342763,8956280.0000000447,5985.0000000016298,552959.99999993062,299007.99999999837,4096.0000000235377
ENTER-org/apache/hadoop/dfs/FSNamesystem$isDatanodeDead,64140.000000786677,-1.8970331672640839e-05,685.00000002720481,29.999997083758899,54.000017396987786,1532682240.0,51166.999998964107,140736256070976.0,140246638600520.0,1.0,68.00000009342935,8956660.0000000298,5985.0000000016298,552959.99999993062,299007.9999999979,4096.0000000235377
ENTER-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$Reader$openFile,64140.000000786655,-1.8969868208262852e-05,685.00000002719753,29.999997083706148,54.000017395774677,1532682240.0,51166.999998964136,140736256070976.0,140246638600520.0,1.0,68.00000009343114,8957040.0000000298,5985.0000000012806,552959.99999993062,299007.9999999979,4096.0000000235341
ENTER-org/apache/hadoop/dfs/DatanodeInfo$getLastUpdate,64140.000000786655,-1.8969724289830125e-05,685.00000002720117,29.999997083690687,54.000017395397968,1532682240.0,51166.999998964144,140736256070976.0,140246638600520.0,1.0,68.000000093431694,8957158.0000000149,5985.0000000015134,552959.99999993062,299007.99999999814,4096.0000000235414
ENTER-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$access$200,64140.000000786582,-1.8968941278618701e-05,685.00000002720299,29.999997083602921,54.000017393348443,1532682240.0,51166.999998964195,140736256070976.0,140246638600520.0,1.0,68.000000093434679,8957800.0000000298,5985.0000000015134,552959.99999993062,299007.9999999979,4096.0000000235341
EXIT-org/apache/hadoop/dfs/DatanodeInfo$getLastUpdate,64140.000000786582,-1.8968797360630063e-05,685.00000002721026,29.999997083587459,54.000017392971728,1532682240.0,51166.999998964195,140736256070976.0,140246638600520.0,1.0,68.000000093435204,8957918.0000000447,5985.0000000015134,552959.99999993062,299007.99999999837,4096.0000000235341
EXIT-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$access$200,64140.000000786538,-1.8968014349196594e-05,685.00000002721026,29.999997083497874,54.00001739092221,1532682240.0,51166.999998964253,140736256070976.0,140246638600520.0,1.0,68.000000093438203,8958560.0000000298,5985.0000000017462,552959.99999993062,299007.99999999837,4096.0000000235377
ENTER-org/apache/hadoop/dfs/FSNamesystem$now,64140.000000786495,-1.8967550883930429e-05,685.00000002720662,29.999997083447397,54.000017389709093,1532682240.0,51166.999998964282,140736256070976.0,140246638600520.0,1.0,68.000000093439965,8958940.0000000149,5985.0000000011642,552959.99999993062,299007.9999999979,4096.0000000235341
ENTER-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$access$100,64140.000000786473,-1.8967087419330397e-05,685.00000002720662,29.999997083394192,54.000017388495976,1532682240.0,51166.999998964311,140736256070976.0,140246638600520.0,1.0,68.000000093441741,8959320.0000000298,5985.0000000015134,552959.99999993062,299007.9999999979,4096.000000023545
EXIT-org/apache/hadoop/dfs/FSNamesystem$now,64140.000000786451,-1.8966623954952411e-05,685.00000002721208,29.999997083342805,54.00001738728286,1532682240.0,51166.99999896434,140736256070976.0,140246638600520.0,1.0,68.000000093443461,8959700.0,5985.0000000012806,552959.99999993062,299007.9999999979,4096.0000000235377
EXIT-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$access$100,64140.000000786422,-1.896616048990829e-05,685.00000002721754,29.999997083290054,54.000017386069743,1532682240.0,51166.999998964369,140736256070976.0,140246638600520.0,1.0,68.000000093445266,8960080.0000000298,5985.0000000017462,552959.99999993062,299007.9999999986,4096.0000000235341
EXIT-org/apache/hadoop/dfs/FSNamesystem$isDatanodeDead,64140.0000007864,-1.8966016571475564e-05,685.00000002721026,29.999997083273684,54.000017385693049,1532682240.0,51166.999998964384,140736256070976.0,140246638600520.0,1.0,68.000000093445806,8960198.0000000447,5985.0000000016298,552959.99999993062,299007.99999999767,4096.0000000235377
EXIT-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$Reader$openFile,64140.000000786356,-1.8965233560264139e-05,685.0000000272139,29.999997083185463,54.000017383643517,1532682240.0,51166.999998964428,140736256070976.0,140246638600520.0,1.0,68.000000093448833,8960840.0000000298,5985.0000000011642,552959.99999993062,299007.9999999979,4096.0000000235486
ENTER-org/apache/hadoop/dfs/DatanodeID$getName,64140.00000078632,-1.8923643404278323e-05,685.00000002722481,29.999997083125436,54.000017399111528,1532682240.0,51166.999998964457,140736256070976.0,140246638600520.0,1.0,69.000000089358068,8960958.0000000298,5985.000000001397,552959.99999993062,299007.99999999814,4096.000000023545
ENTER-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$Reader$readNext,64140.000000786298,-1.8964306630842032e-05,685.00000002721208,29.99999708308178,54.000017381217283,1532682240.0,51166.999998964486,140736256070976.0,140246638600520.0,1.0,68.000000093452272,8961600.0000000298,5985.0000000016298,552959.99999993062,299007.99999999767,4096.0000000235377
EXIT-org/apache/hadoop/dfs/DatanodeID$getName,64140.000000786262,-1.8922716474634171e-05,685.000000027223,29.999997083021299,54.000017396685301,1532682240.0,51166.999998964522,140736256070976.0,140246638600520.0,1.0,69.000000089361592,8961718.0000000447,5985.0000000017462,552959.99999993062,299007.99999999837,4096.0000000235523
ENTER-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$Reader$openFile,64140.000000786211,-1.8921933462978657e-05,685.00000002722118,29.999997082933533,54.000017394635776,1532682240.0,51166.999998964573,140736256070976.0,140246638600520.0,1.0,69.000000089364562,8962360.0000000447,5985.0000000018626,552959.99999993062,299007.99999999814,4096.0000000235486
ENTER-org/apache/hadoop/dfs/DatanodeID$getHost,64140.000000786211,-1.892178954499002e-05,685.00000002723209,29.999997082917162,54.000017394259061,1532682240.0,51166.99999896458,140736256070976.0,140246638600520.0,1.0,69.000000089365116,8962478.0000000298,5985.0000000016298,552959.99999993062,299007.99999999814,4096.0000000235377
ENTER-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$access$200,64140.000000786182,-1.8962452770887595e-05,685.00000002722481,29.999997082873506,54.000017376364823,1532682240.0,51166.999998964602,140736256070976.0,140246638600520.0,1.0,68.000000093459391,8963120.0000000298,5985.0000000015134,552959.99999993062,299007.9999999979,4096.000000023545
EXIT-org/apache/hadoop/dfs/DatanodeID$getHost,64140.000000786138,-1.8920862615567913e-05,685.00000002723755,29.99999708281257,54.000017391832834,1532682240.0,51166.999998964646,140736256070976.0,140246638600520.0,1.0,69.000000089368626,8963238.0000000149,5985.0000000018626,552959.99999993062,299007.99999999814,4096.000000023545
EXIT-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$access$200,64140.000000789143,-1.9011823238379577e-05,685.0000000270702,30.999997086511939,54.000017492549347,1532682240.0,51166.999998961619,140736256070976.0,140246638600520.0,1.0,68.000000093418805,8963880.0000000149,5985.0000000018626,552959.9999999305,299007.99999999814,4096.000000023545
ENTER-org/apache/hadoop/dfs/DatanodeInfo$getHostName,64140.000000789107,-1.8970233082837851e-05,685.00000002707384,30.999997086450549,54.000017508017365,1532682240.0,51166.999998961648,140736256070976.0,140246638600520.0,1.0,69.000000089328026,8963998.0000000447,5985.000000001397,552959.9999999305,299007.9999999979,4096.0000000235523
EXIT-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$Reader$openFile,64140.000000789048,-1.8969450070738247e-05,685.00000002707202,30.999997086364601,54.000017505967833,1532682240.0,51166.999998961706,140736256070976.0,140246638600520.0,1.0,69.000000089330982,8964640.0000000447,5985.0000000016298,552959.9999999305,299007.9999999979,4096.0000000235523
EXIT-org/apache/hadoop/dfs/DatanodeInfo$getHostName,64140.000000789041,-1.8969306152971654e-05,685.00000002706656,30.999997086346866,54.000017505591131,1532682240.0,51166.999998961706,140736256070976.0,140246638600520.0,1.0,69.000000089331593,8964758.0000000298,5985.0000000017462,552959.9999999305,299007.99999999814,4096.0000000235523
ENTER-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$Reader$hasNext,64140.000000789019,-1.9009969379091274e-05,685.00000002707566,30.99999708630412,54.000017487696894,1532682240.0,51166.999998961735,140736256070976.0,140246638600520.0,1.0,68.000000093425882,8965400.0000000447,5985.0000000016298,552959.9999999305,299007.9999999979,4096.000000023545
ENTER-org/apache/hadoop/dfs/FSNamesystem$isDatanodeDead,64140.000000788976,-1.8968379223549547e-05,685.00000002707566,30.999997086243184,54.000017503164905,1532682240.0,51166.999998961772,140736256070976.0,140246638600520.0,1.0,69.000000089335089,8965518.0000000596,5985.0000000018626,552959.9999999305,299007.99999999837,4096.0000000235523
EXIT-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$Reader$hasNext,64140.000000788932,-1.8967596211894033e-05,685.00000002708111,30.999997086156327,54.000017501115373,1532682240.0,51166.999998961823,140736256070976.0,140246638600520.0,1.0,69.000000089338116,8966160.0000000149,5985.000000001397,552959.9999999305,299007.9999999986,4096.0000000235559
ENTER-org/apache/hadoop/dfs/DatanodeInfo$getLastUpdate,64140.000000788918,-1.8967452293683351e-05,685.00000002708111,30.999997086138137,54.000017500738672,1532682240.0,51166.999998961823,140736256070976.0,140246638600520.0,1.0,69.000000089338698,8966278.0000000298,5985.0000000016298,552959.9999999305,299007.9999999979,4096.0000000235596
ENTER-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$Reader$close,64140.000000788867,-1.8966669282027837e-05,685.00000002708111,30.999997086050371,54.000017498689139,1532682240.0,51166.999998961881,140736256070976.0,140246638600520.0,1.0,69.000000089341626,8966920.0000000149,5985.0000000012806,552959.9999999305,299007.99999999767,4096.000000023545
EXIT-org/apache/hadoop/dfs/DatanodeInfo$getLastUpdate,64140.000000788867,-1.8966525364483289e-05,685.0000000270793,30.999997086034455,54.000017498312445,1532682240.0,51166.999998961895,140736256070976.0,140246638600520.0,1.0,69.000000089342223,8967038.0000000298,5985.0000000015134,552959.9999999305,299007.99999999814,4096.0000000235523
EXIT-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$Reader$close,64140.00000078883,-1.9007188589936774e-05,685.00000002707202,30.999997085990344,54.000017480418194,1532682240.0,51166.999998961917,140736256070976.0,140246638600520.0,1.0,68.000000093436469,8967680.0000000298,5985.0000000018626,552959.9999999305,299007.9999999979,4096.0000000235559
ENTER-org/apache/hadoop/dfs/FSNamesystem$now,64140.000000788823,-1.9007044672170181e-05,685.00000002708111,30.999997085973973,54.000017480041485,1532682240.0,51166.999998961932,140736256070976.0,140246638600520.0,1.0,68.000000093437009,8967798.0000000149,5985.0000000011642,552959.9999999305,299007.9999999979,4096.0000000235486
EXIT-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$Reader$readNext,64140.000000788787,-1.9006261660070578e-05,685.00000002708293,30.999997085886662,54.00001747799196,1532682240.0,51166.999998961968,140736256070976.0,140246638600520.0,1.0,68.000000093439965,8968440.0,5985.0000000012806,552959.9999999305,299007.99999999814,4096.000000023545
EXIT-org/apache/hadoop/dfs/FSNamesystem$now,64140.000000788743,-1.9005798196136681e-05,685.00000002708839,30.999997085834821,54.000017476778851,1532682240.0,51166.999998961997,140736256070976.0,140246638600520.0,1.0,68.00000009344177,8968820.0000000298,5985.000000001397,552959.9999999305,299007.99999999814,4096.0000000235559
ENTER-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$Reader$hasNext,64140.000000788714,-1.9005334730870516e-05,685.00000002708293,30.999997085782525,54.000017475565734,1532682240.0,51166.999998962034,140736256070976.0,140246638600520.0,1.0,68.000000093443518,8969200.0,5985.0000000017462,552959.9999999305,299007.99999999814,4096.0000000235596
EXIT-org/apache/hadoop/dfs/FSNamesystem$isDatanodeDead,64140.000000788707,-1.9005190813325967e-05,685.00000002708839,30.999997085766609,54.000017475189026,1532682240.0,51166.999998962041,140736256070976.0,140246638600520.0,1.0,68.000000093444058,8969318.0000000149,5985.0000000017462,552959.9999999305,299007.99999999837,4096.0000000235486
EXIT-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$Reader$hasNext,64140.000000788663,-1.9004407801670453e-05,685.00000002709385,30.999997085678842,54.000017473139494,1532682240.0,51166.999998962085,140736256070976.0,140246638600520.0,1.0,68.000000093447028,8969960.0000000298,5985.0000000016298,552959.9999999305,299007.99999999814,4096.0000000235523
ENTER-org/apache/hadoop/dfs/DatanodeID$getName,64140.000000788656,-1.9004263883237726e-05,685.00000002708657,30.999997085662017,54.000017472762799,1532682240.0,51166.999998962114,140736256070976.0,140246638600520.0,1.0,68.000000093447625,8970078.0000000149,5985.0000000016298,552959.9999999305,299007.9999999979,4096.0000000235559
ENTER-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$Reader$close,64140.000000788597,-1.9003480871582212e-05,685.00000002708839,30.99999708557425,54.000017470713274,1532682240.0,51166.99999896215,140736256070976.0,140246638600520.0,1.0,68.000000093450637,8970720.0000000447,5985.0000000016298,552959.9999999305,299007.99999999814,4096.0000000235523
EXIT-org/apache/hadoop/dfs/DatanodeID$getName,64140.000000788583,-1.900333695337153e-05,685.00000002709567,30.999997085558334,54.000017470336559,1532682240.0,51166.999998962157,140736256070976.0,140246638600520.0,1.0,68.000000093451121,8970838.0000000149,5985.0000000015134,552959.9999999305,299007.99999999814,4096.0000000235486
EXIT-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$Reader$close,64140.000000788576,-1.900383709707576e-05,686.00000002709749,30.999997085308678,54.000017468546901,1532682240.0,51166.999998962172,140736256070976.0,140246638600520.0,1.0,68.000000093458965,8971480.0000000298,5985.0000000017462,552959.9999999305,299007.99999999814,4096.0000000235523
ENTER-org/apache/hadoop/dfs/DatanodeID$getHost,64140.000000788561,-1.9003693179087122e-05,686.00000002709749,30.999997085293217,54.000017468170199,1532682240.0,51166.999998962187,140736256070976.0,140246638600520.0,1.0,68.000000093459562,8971598.0000000596,5985.0000000015134,552959.9999999305,299007.99999999837,4096.0000000235559
EXIT-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$Reader$readNext,64140.000000788503,-1.9002910167209563e-05,686.0000000270993,30.999997085204541,54.000017466120667,1532682240.0,51166.999998962245,140736256070976.0,140246638600520.0,1.0,68.000000093462489,8972240.0000000596,5985.0000000012806,552959.9999999305,299007.9999999979,4096.0000000235486
EXIT-org/apache/hadoop/dfs/DatanodeID$getHost,64140.000000788503,-1.900276624988706e-05,686.00000002710112,30.999997085189079,54.000017465743966,1532682240.0,51166.999998962245,140736256070976.0,140246638600520.0,1.0,68.000000093463029,8972358.0000000298,5985.0000000015134,552959.9999999305,299007.9999999979,4096.0000000235486
EXIT-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$newReader,64140.000000788452,-1.9001983237787456e-05,686.00000002710294,30.999997085100404,54.000017463694434,1532682240.0,51166.999998962303,140736256070976.0,140246638600520.0,1.0,68.000000093466014,8973000.0000000149,5985.0000000016298,552959.9999999305,299007.9999999979,4096.0000000235559
ENTER-org/apache/hadoop/dfs/DatanodeInfo$getHostName,64140.000000788423,-1.9001519772743336e-05,686.00000002710658,30.999997085049472,54.000017462481317,1532682240.0,51166.999998962332,140736256070976.0,140246638600520.0,1.0,68.000000093467762,8973380.0000000447,5985.0000000017462,552959.9999999305,299007.99999999814,4096.0000000235559
ENTER-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$updateCurNumLines,64140.000000788394,-1.9001056308587394e-05,686.00000002710112,30.999997084995812,54.000017461268207,1532682240.0,51166.999998962361,140736256070976.0,140246638600520.0,1.0,68.000000093469552,8973760.0000000447,5985.0000000016298,552959.9999999305,299007.99999999814,4096.0000000235596
EXIT-org/apache/hadoop/dfs/DatanodeInfo$getHostName,64140.000000788379,-1.9000912390376712e-05,686.00000002710658,30.999997084979896,54.000017460891499,1532682240.0,51166.999998962361,140736256070976.0,140246638600520.0,1.0,68.000000093470092,8973878.0000000298,5985.0000000016298,552959.9999999305,299007.99999999814,4096.0000000235559
ENTER-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$access$100,64140.000000788321,-1.9000129378943242e-05,686.00000002711022,30.999997084892129,54.000017458841974,1532682240.0,51166.999998962427,140736256070976.0,140246638600520.0,1.0,68.000000093473076,8974520.0000000447,5985.0000000016298,552959.9999999305,299007.9999999979,4096.0000000235596
EXIT-org/apache/hadoop/dfs/FSNamesystem$getDatanodeListForReport,64140.000000788314,-1.8999665914121167e-05,686.00000002710658,30.999997084839379,54.000017457628857,1532682240.0,51166.999998962448,140736256070976.0,140246638600520.0,1.0,68.00000009347481,8974900.0000000298,5985.0000000016298,552959.9999999305,299007.99999999814,4096.0000000235596
EXIT-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$access$100,64140.00000078827,-1.8999202449077046e-05,686.00000002710658,30.999997084786628,54.00001745641574,1532682240.0,51166.999998962478,140736256070976.0,140246638600520.0,1.0,68.000000093476601,8975280.0000000447,5985.0000000018626,552959.9999999305,299007.99999999814,4096.0000000235596
ENTER-org/apache/hadoop/dfs/DatanodeID$getName,64140.000000788234,-1.899873898425497e-05,686.00000002711386,30.999997084735242,54.000017455202624,1532682240.0,51166.999998962507,140736256070976.0,140246638600520.0,1.0,68.000000093478334,8975660.0000000447,5985.0000000016298,552959.9999999305,299007.9999999979,4096.0000000235486
ENTER-org/apache/hadoop/dfs/DataBlockScanner$LogFileHandler$Reader$readNext,64140.000000788212,-1.899827551921085e-05,686.00000002711386,30.9999970846834,54.000017453989507,1532682240.0,51166.999998962536,140736256070976.0,140246638600520.0,1.0,68.000000093480182,8976040.0000000298,5985.0000000015134,552959.9999999305,299007.9999999979,4096.0000000235559
EXIT-org/apache/hadoop/dfs/DatanodeID$getName,64140.000000788175,-1.8997812055054908e-05,686.00000002711386,30.999997084631559,54.00001745277639,1532682240.0,51166.999998962565,140736256070976.0,140246638600520.0,1.0,68.000000093481916,8976420.0000000447,5985.0000000012806,552959.9999999305,299007.9999999979,4096.0000000235559
