minflt,majflt,utime,stime,num_threads,vsize,rss,startstack,kstkeip,processor,num_file_desc,rchar,wchar,read_bytes,write_bytes,cancelled_write_bytes
ENTER-org/apache/hadoop/dfs/SerialNumberManager$SerialNumberMap$get,28233.000000997272,-6.0117547952653894e-05,160.00000009269752,8.9999901664409663,12.000007614012212,1349271552.0,24300.999998405925,140736256070976.0,140246638600520.0,1.0,29.0000002806118,3980728.0000000149,360.00000001024455,503807.99999990576,45055.999999993481,4095.9999999199499
ENTER-org/apache/hadoop/dfs/SerialNumberManager$SerialNumberMap$nextSerialNumber,28241.000001047316,-6.1432226224455988e-05,160.00000009068572,8.9999899899185039,12.000008663947987,1349271552.0,24366.999998348889,140736256070976.0,140246638600520.0,1.0,29.000000281747901,3981103.0000000149,360.00000001047738,503807.99999990425,45055.999999993481,4095.9999999179927
EXIT-org/apache/hadoop/dfs/SerialNumberManager$SerialNumberMap$nextSerialNumber,28241.000001047272,-6.1431768858533076e-05,160.00000009068572,8.9999899898666627,12.00000866275078,1349271552.0,24366.999998348903,140736256070976.0,140246638600520.0,1.0,29.000000281749521,3981478.0000000149,360.00000001001172,503807.99999990419,45055.999999993481,4095.9999999179854
EXIT-org/apache/hadoop/dfs/SerialNumberManager$SerialNumberMap$get,28250.000001040695,-6.1251677537121907e-05,160.00000009091491,8.9999900170550973,12.000008537101728,1349271552.0,24366.999998356558,140736256070976.0,140246638600520.0,1.0,29.000000281494522,3981852.9999999851,360.00000000977889,503807.99999990442,45055.999999993015,4095.9999999182837
EXIT-org/apache/hadoop/dfs/SerialNumberManager$getGroupSerialNumber,28255.000001037013,-6.1151423530914073e-05,160.00000009104042,8.9999900321395216,12.000008466764626,1349271552.0,24366.999998360829,140736256070976.0,140246638600520.0,1.0,29.000000281353181,3982228.0000000149,360.00000001001172,503807.99999990454,45055.999999992549,4095.999999918422
ENTER-org/apache/hadoop/dfs/INode$updatePermissionStatus,28265.000001029708,-6.0951372882644961e-05,160.00000009130599,8.9999900623538451,12.000008327287624,1349271552.0,24366.999998369341,140736256070976.0,140246638600520.0,1.0,29.000000281070015,3982603.0,360.00000001047738,503807.99999990477,45055.999999993946,4095.9999999187421
ENTER-org/apache/hadoop/dfs/INode$PermissionStatusFormat$combine,28268.000001027511,-6.0892320689731605e-05,161.00000009137875,8.9999900712214185,12.000008284866389,1349271552.0,24366.999998371859,140736256070976.0,140246638600520.0,1.0,29.000000280990804,3982978.0000000149,360.00000000954606,503807.99999990489,45055.999999992549,4095.9999999188258
EXIT-org/apache/hadoop/dfs/INode$PermissionStatusFormat$combine,28295.000001007793,-6.0352961463783217e-05,161.00000009208088,8.9999901528935879,12.000007910313542,1349271552.0,24366.999998394771,140736256070976.0,140246638600520.0,1.0,29.000000280222309,3983353.0,360.00000001094304,503807.99999990553,45055.999999993946,4095.9999999196698
EXIT-org/apache/hadoop/dfs/INode$updatePermissionStatus,28307.000001054912,-6.1587802418383575e-05,161.0000000901673,8.999989988474681,12.000008904937459,1349271552.0,24432.99999834114,140736256070976.0,140246638600520.0,1.0,29.000000281244638,3983728.0000000149,360.00000001047738,503807.99999990407,45055.999999993015,4095.9999999178617
EXIT-org/apache/hadoop/dfs/INode$setGroup,28307.000001054897,-6.1587345052016573e-05,161.00000009017458,8.9999899884232946,12.00000890374028,1349271552.0,24432.999998341184,140736256070976.0,140246638600520.0,1.0,29.000000281246344,3984103.0000000149,360.00000001047738,503807.99999990407,45055.999999993481,4095.9999999178726
ENTER-org/apache/hadoop/dfs/INode$setPermission,28315.000001049033,-6.1427213062126285e-05,161.00000009037649,8.9999900125867498,12.000008791919186,1349271552.0,24432.999998347972,140736256070976.0,140246638600520.0,1.0,29.000000281019624,3984477.9999999851,360.00000001047738,503807.99999990431,45055.999999993946,4095.9999999180909
ENTER-org/apache/hadoop/dfs/INode$updatePermissionStatus,28315.000001049018,-6.1426755695759283e-05,161.00000009038558,8.9999900125358181,12.000008790721992,1349271552.0,24432.999998347987,140736256070976.0,140246638600520.0,1.0,29.000000281021357,3984853.0,360.00000001047738,503807.99999990431,45055.999999993946,4095.9999999181127
ENTER-org/apache/hadoop/dfs/INode$PermissionStatusFormat$combine,28327.000001040229,-6.1186786389555436e-05,161.00000009069117,8.9999900488046478,12.000008623589082,1349271552.0,24432.999998358195,140736256070976.0,140246638600520.0,1.0,29.000000280680894,3985228.0000000149,360.00000001094304,503807.9999999046,45055.999999993481,4095.9999999184547
EXIT-org/apache/hadoop/dfs/INode$PermissionStatusFormat$combine,28351.000001022723,-6.0708588304869693e-05,162.00000009130963,8.9999901212331679,12.00000829078018,1349271552.0,24432.999998378516,140736256070976.0,140246638600520.0,1.0,29.000000280002695,3985603.0000000149,360.0000000114087,503807.99999990518,45055.999999993946,4095.9999999192187
EXIT-org/apache/hadoop/dfs/INode$updatePermissionStatus,29510.000001153719,-6.3001046546107276e-05,163.00000008310599,9.9999900527564023,12.000012232971784,1350987776.0,25554.999998243038,140736256070976.0,140246638600520.0,1.0,29.000000266117951,3985979.0000000298,360.00000001071021,503807.99999990233,45055.999999993015,4095.9999999174579
EXIT-org/apache/hadoop/dfs/INode$setPermission,29510.000001153705,-6.300058795960517e-05,163.0000000831169,9.9999900527050158,12.000012231771457,1350987776.0,25554.999998243067,140736256070976.0,140246638600520.0,1.0,29.000000266119656,3986355.0000000447,360.00000001094304,503807.99999990233,45055.999999993946,4095.9999999174579
EXIT-org/apache/hadoop/dfs/INode$setPermissionStatus,29510.000001153647,-6.3000129374435332e-05,163.0000000831169,9.9999900526536294,12.000012230571123,1350987776.0,25554.999998243089,140736256070976.0,140246638600520.0,1.0,29.000000266121305,3986731.0000000149,360.00000001094304,503807.99999990233,45055.999999993946,4095.9999999174579
ENTER-org/apache/hadoop/dfs/INode$setLocalName,29510.000001153676,-6.3000953945069327e-05,164.00000008312418,9.9999900524412624,12.000012229630592,1350987776.0,25554.999998243089,140736256070976.0,140246638600520.0,1.0,29.000000266127671,3987107.0000000447,360.00000001071021,503807.99999990233,45055.999999993946,4095.9999999174506
ENTER-org/apache/hadoop/dfs/INode$string2Bytes,29510.000001153647,-6.300049535901131e-05,164.000000083126,9.9999900523889664,12.000012228430272,1350987776.0,25554.999998243118,140736256070976.0,140246638600520.0,1.0,29.000000266129575,3987483.0000000447,360.00000001001172,503807.99999990239,45055.999999993015,4095.9999999174652
EXIT-org/apache/hadoop/dfs/INode$string2Bytes,29510.000001153589,-6.3000036772065116e-05,164.00000008312418,9.9999900523384895,12.000012227229917,1350987776.0,25554.99999824314,140736256070976.0,140246638600520.0,1.0,29.000000266131252,3987859.0000000298,360.00000001047738,503807.99999990233,45055.999999994878,4095.9999999174543
EXIT-org/apache/hadoop/dfs/INode$setLocalName,29510.000001153574,-6.2999578186007099e-05,164.00000008312963,9.9999900522866483,12.000012226029547,1350987776.0,25554.999998243191,140736256070976.0,140246638600520.0,1.0,29.000000266132986,3988235.0000000149,360.00000001047738,503807.99999990233,45055.999999993946,4095.9999999174543
ENTER-org/apache/hadoop/dfs/FSDirectory$initialize,29510.000001153559,-6.2999119599949083e-05,164.00000008313145,9.9999900522348071,12.000012224829185,1350987776.0,25554.999998243198,140736256070976.0,140246638600520.0,1.0,29.00000026613472,3988611.0000000149,360.00000001047738,503807.99999990233,45055.999999994878,4095.9999999174397
EXIT-org/apache/hadoop/dfs/FSDirectory$initialize,29935.000000878208,-5.5580782901909487e-05,166.00000009251744,9.9999911966947366,12.000007029491485,1350414336.0,25614.999998563544,140736256070976.0,140246638600520.0,1.0,30.000000253005112,4100472.0,360.00000000931323,503807.99999991176,45055.999999993946,4095.9999999288339
ENTER-org/apache/hadoop/dfs/FSImage$format,29936.000000877466,-5.5560364986328992e-05,166.00000009254654,9.9999911996696937,12.000007014463172,1350414336.0,25614.999998564417,140736256070976.0,140246638600520.0,1.0,30.000000252978396,4100848.0000000298,360.00000000977889,503807.99999991182,45055.999999995343,4095.9999999288448
ENTER-org/apache/hadoop/dfs/FSImage$newNamespaceID,29940.000000874526,-5.5481352243536008e-05,167.00000009264113,9.9999912115640655,12.00000695821074,1350414336.0,25614.999998567786,140736256070976.0,140246638600520.0,1.0,30.000000252870905,4101224.0000000149,360.0000000090804,503807.99999991187,45055.999999993946,4095.999999928983
ENTER-org/apache/hadoop/dfs/FSNamesystem$now,29944.000000871602,-5.5401056345161237e-05,167.00000009275027,9.9999912236203272,12.000006901698406,1350414336.0,25614.999998571213,140736256070976.0,140246638600520.0,1.0,30.000000252758298,4101600.0000000298,360.00000000931323,503807.99999991199,45055.999999993481,4095.9999999290994
EXIT-org/apache/hadoop/dfs/FSNamesystem$now,29963.000000857734,-5.50213705239333e-05,167.00000009323776,9.9999912810762908,12.000006637766383,1350414336.0,25614.999998587336,140736256070976.0,140246638600520.0,1.0,30.000000252218399,4101976.0000000149,360.0000000090804,503807.99999991246,45055.999999993481,4095.9999999296815
EXIT-org/apache/hadoop/dfs/FSImage$newNamespaceID,29974.00000090558,-5.6276169589919434e-05,167.00000009130781,9.9999911136342234,12.000007646214939,1350414336.0,25680.999998532861,140736256070976.0,140246638600520.0,1.0,30.000000253268325,4102352.0000000447,360.00000000814907,503807.99999991094,45055.999999993946,4095.999999927848
ENTER-org/apache/hadoop/dfs/FSNamesystem$now,30233.000000884524,-5.5534525274181235e-05,170.00000009132782,9.9999912949620011,12.000007549616114,1350414336.0,25878.99999856067,140736256070976.0,140246638600520.0,1.0,30.000000249983373,4102728.0,360.00000000884756,503807.99999991199,45055.999999993481,4095.9999999292813
EXIT-org/apache/hadoop/dfs/FSNamesystem$now,30242.000000933811,-5.6829242994993479e-05,170.00000008936331,9.9999911214663371,12.000008585720671,1350414336.0,25944.999998504485,140736256070976.0,140246638600520.0,1.0,30.000000251090967,4103104.0000000447,360.0000000090804,503807.99999991053,45055.999999994412,4095.9999999273386
ENTER-org/apache/hadoop/dfs/Storage$getNumStorageDirs,30248.000000929416,-5.670902844046033e-05,170.00000008951611,9.9999911395757408,12.000008501552472,1350414336.0,25944.999998509593,140736256070976.0,140246638600520.0,1.0,30.000000250921744,4103480.0000000149,360.00000000977889,503807.99999991071,45055.999999995343,4095.9999999275424
EXIT-org/apache/hadoop/dfs/Storage$getNumStorageDirs,30261.000000919914,-5.6449098587707525e-05,170.00000008984898,9.9999911788709142,12.0000083205883,1350414336.0,25944.999998520645,140736256070976.0,140246638600520.0,1.0,30.000000250552432,4103856.0000000149,360.00000000954606,503807.999999911,45055.999999993946,4095.9999999279498
ENTER-org/apache/hadoop/dfs/Storage$getStorageDir,30285.000000902364,-5.5969616127971022e-05,170.00000009045834,9.9999912514608695,12.000007987516298,1350414336.0,25944.999998540981,140736256070976.0,140246638600520.0,1.0,30.000000249869146,4104232.0000000149,360.00000000954606,503807.99999991152,45055.999999994412,4095.9999999286883
EXIT-org/apache/hadoop/dfs/Storage$getStorageDir,30291.000000898013,-5.5849401572105606e-05,170.00000009061841,9.9999912695711828,12.000007903348042,1350414336.0,25944.999998546096,140736256070976.0,140246638600520.0,1.0,30.000000249700008,4104608.0000000149,360.00000000884756,503807.9999999117,45055.999999994412,4095.9999999288739
