ID,minflt,majflt,utime,stime,num_threads,vsize,rss,startstack,kstkeip,processor,num_file_desc,rchar,wchar,read_bytes,write_bytes,cancelled_write_bytes,PAPI_L1_DCM,PAPI_L2_DCM,PAPI_L2_ICM,PAPI_L1_TCM,PAPI_L2_TCM,PAPI_CA_SHR,PAPI_CA_CLN,PAPI_CA_ITV,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L2_LDM,PAPI_L2_STM,PAPI_HW_INT,PAPI_BR_CN,PAPI_BR_TKN,PAPI_BR_NTK,PAPI_BR_MSP,PAPI_BR_PRC,PAPI_TOT_IIS,PAPI_TOT_INS,PAPI_FP_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_BR_INS,PAPI_VEC_INS,PAPI_RES_STL,PAPI_TOT_CYC,PAPI_L1_DCH,PAPI_L1_DCA,PAPI_L2_DCA,PAPI_L2_DCR,PAPI_L2_DCW,PAPI_L1_ICH,PAPI_L2_ICH,PAPI_L1_ICA,PAPI_L2_ICA,PAPI_L2_TCH,PAPI_L1_TCA,PAPI_L2_TCA,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_FML_INS,PAPI_FDV_INS,PAPI_FP_OPS,PAPI_SP_OPS,PAPI_DP_OPS,PAPI_VEC_SP,PAPI_VEC_DP,PAPI_REF_CYC
EXIT-org/apache/hadoop/hbase/ipc/HBaseRpcMetrics$get,68440,0,684,30,85,2857439232,42947,140736795509360,139989821071688,0,248,15734836,25093,0,524288,24576,2.33786e+11,9.12214e+09,3.49034e+08,3.24066e+11,9.47117e+09,4.11364e+10,3.79013e+08,5.01125e+07,1.9674e+10,2.10182e+09,1.90003e+11,1.33618e+11,-1.44153e+11,1.53625e+11,1.26895e+06,6.41262e+11,5.96875e+11,3.28106e+11,8.88471e+10,6.04147e+11,8.52903e+12,5.30518e+12,6.04689e+09,1.70593e+12,8.5789e+11,9.77476e+11,5.56917e+09,2.17062e+12,6.6664e+12,2.8725e+12,3.10651e+12,3.23621e+11,1.90003e+11,1.33618e+11,5.44418e+12,6.76166e+10,5.47473e+12,6.79657e+10,4.03287e+11,8.58124e+12,4.12758e+11,2.57969e+11,1.33618e+11,2.79624e+09,1.18973e+09,6.04689e+09,6.04689e+09,6.04689e+09,0,0,0
ENTER-org/apache/hadoop/hbase/ipc/HBaseRpcMetrics$get,68440,0,684,30,85,2857439232,42947,140736795509360,139989821071688,0,248,15736090,25093,0,524288,24576,2.34078e+11,9.13463e+09,3.49521e+08,3.24475e+11,9.48415e+09,4.119e+10,3.79502e+08,5.01831e+07,1.96995e+10,2.10458e+09,1.90249e+11,1.33784e+11,-1.44333e+11,1.53817e+11,1.27055e+06,6.42093e+11,5.97646e+11,3.2854e+11,8.89589e+10,6.04933e+11,8.53983e+12,5.31203e+12,6.05669e+09,1.70816e+12,8.59029e+11,9.78765e+11,5.57712e+09,2.17335e+12,6.67497e+12,2.87627e+12,3.11057e+12,3.24033e+11,1.90249e+11,1.33784e+11,5.45115e+12,6.77039e+10,5.48174e+12,6.80534e+10,4.03792e+11,8.59231e+12,4.13276e+11,2.58303e+11,1.33784e+11,2.80048e+09,1.19141e+09,6.05669e+09,6.05669e+09,6.05669e+09,0,0,0
EXIT-org/apache/hadoop/hbase/ipc/HBaseRpcMetrics$get,68440,0,684,30,85,2857439232,42947,140736795509360,139989821071688,0,248,15737344,25093,0,524288,24576,2.3437e+11,9.14711e+09,3.50008e+08,3.24884e+11,9.49712e+09,4.12435e+10,3.79991e+08,5.02538e+07,1.97251e+10,2.10735e+09,1.90496e+11,1.33949e+11,-1.44512e+11,1.54009e+11,1.27214e+06,6.42925e+11,5.98418e+11,3.28974e+11,8.90706e+10,6.05719e+11,8.55062e+12,5.31888e+12,6.06649e+09,1.7104e+12,8.60169e+11,9.80054e+11,5.58509e+09,2.17608e+12,6.68353e+12,2.88004e+12,3.11463e+12,3.24445e+11,1.90496e+11,1.33949e+11,5.45812e+12,6.77912e+10,5.48875e+12,6.81412e+10,4.04297e+11,8.60339e+12,4.13794e+11,2.58637e+11,1.33949e+11,2.80471e+09,1.19308e+09,6.06649e+09,6.06649e+09,6.06649e+09,0,0,0
ENTER-org/apache/hadoop/hbase/ipc/HBaseRpcMetrics$get,68440,0,685,30,85,2857439232,42947,140736795509360,139989821071688,0,248,15738598,25093,0,524288,24576,2.34662e+11,9.1596e+09,3.50495e+08,3.25293e+11,9.5101e+09,4.12971e+10,3.8048e+08,5.03244e+07,1.97507e+10,2.11011e+09,1.90743e+11,1.34115e+11,-1.44691e+11,1.54201e+11,1.27373e+06,6.43756e+11,5.9919e+11,3.29408e+11,8.91823e+10,6.06505e+11,8.56142e+12,5.32573e+12,6.07628e+09,1.71263e+12,8.61308e+11,9.81345e+11,5.59309e+09,2.17881e+12,6.69211e+12,2.88382e+12,3.1187e+12,3.24858e+11,1.90743e+11,1.34115e+11,5.46509e+12,6.78785e+10,5.49576e+12,6.8229e+10,4.04802e+11,8.61446e+12,4.14312e+11,2.58972e+11,1.34115e+11,2.80895e+09,1.19475e+09,6.07628e+09,6.07628e+09,6.07628e+09,0,0,0
EXIT-org/apache/hadoop/hbase/ipc/HBaseRpcMetrics$get,68440,0,685,30,85,2857439232,42947,140736795509360,139989821071688,0,248,15739852,25093,0,524288,24576,2.34953e+11,9.1721e+09,3.50983e+08,3.25702e+11,9.52308e+09,4.13507e+10,3.80969e+08,5.03951e+07,1.97763e+10,2.11287e+09,1.90989e+11,1.34281e+11,-1.4487e+11,1.54394e+11,1.27533e+06,6.44588e+11,5.99962e+11,3.29842e+11,8.92941e+10,6.07291e+11,8.57222e+12,5.33259e+12,6.08609e+09,1.71486e+12,8.62448e+11,9.82638e+11,5.60111e+09,2.18155e+12,6.70068e+12,2.88759e+12,3.12276e+12,3.2527e+11,1.90989e+11,1.34281e+11,5.47207e+12,6.79658e+10,5.50277e+12,6.83168e+10,4.05308e+11,8.62554e+12,4.14831e+11,2.59306e+11,1.34281e+11,2.81319e+09,1.19642e+09,6.08609e+09,6.08609e+09,6.08609e+09,0,0,0
ENTER-org/apache/hadoop/hbase/ipc/HBaseRpcMetrics$get,68440,0,685,30,85,2857439232,42947,140736795509360,139989821071688,0,248,15741106,25093,0,524288,24576,2.35245e+11,9.1846e+09,3.5147e+08,3.26112e+11,9.53607e+09,4.14043e+10,3.81458e+08,5.04657e+07,1.98018e+10,2.11563e+09,1.91236e+11,1.34447e+11,-1.4505e+11,1.54586e+11,1.27692e+06,6.4542e+11,6.00734e+11,3.30276e+11,8.94059e+10,6.08077e+11,8.58302e+12,5.33944e+12,6.09589e+09,1.7171e+12,8.63588e+11,9.8393e+11,5.60916e+09,2.18428e+12,6.70925e+12,2.89136e+12,3.12683e+12,3.25683e+11,1.91236e+11,1.34447e+11,5.47904e+12,6.80531e+10,5.50979e+12,6.84046e+10,4.05813e+11,8.63662e+12,4.15349e+11,2.59641e+11,1.34447e+11,2.81744e+09,1.1981e+09,6.09589e+09,6.09589e+09,6.09589e+09,0,0,0
EXIT-org/apache/hadoop/hbase/ipc/HBaseRpcMetrics$get,68440,0,685,30,85,2857439232,42947,140736795509360,139989821071688,0,248,15742360,25093,0,524288,24576,2.35537e+11,9.19709e+09,3.51958e+08,3.26521e+11,9.54905e+09,4.14579e+10,3.81948e+08,5.05364e+07,1.98274e+10,2.11839e+09,1.91483e+11,1.34613e+11,-1.45229e+11,1.54778e+11,1.27851e+06,6.46251e+11,6.01507e+11,3.30711e+11,8.95176e+10,6.08863e+11,8.59382e+12,5.3463e+12,6.1057e+09,1.71933e+12,8.64728e+11,9.85223e+11,5.61724e+09,2.18702e+12,6.71783e+12,2.89513e+12,3.13089e+12,3.26096e+11,1.91483e+11,1.34613e+11,5.48602e+12,6.81405e+10,5.51681e+12,6.84924e+10,4.06318e+11,8.6477e+12,4.15867e+11,2.59975e+11,1.34613e+11,2.82168e+09,1.19977e+09,6.1057e+09,6.1057e+09,6.1057e+09,0,0,0
ENTER-org/apache/hadoop/hbase/ipc/HBaseRpcMetrics$get,68440,0,685,30,85,2857439232,42947,140736795509360,139989821071688,0,248,15743614,25093,0,524288,24576,2.35829e+11,9.2096e+09,3.52446e+08,3.2693e+11,9.56204e+09,4.15115e+10,3.82437e+08,5.06071e+07,1.9853e+10,2.12116e+09,1.9173e+11,1.34779e+11,-1.45409e+11,1.54971e+11,1.28011e+06,6.47083e+11,6.02279e+11,3.31145e+11,8.96295e+10,6.0965e+11,8.60463e+12,5.35316e+12,6.1155e+09,1.72156e+12,8.65868e+11,9.86515e+11,5.62534e+09,2.18975e+12,6.7264e+12,2.89891e+12,3.13496e+12,3.26509e+11,1.9173e+11,1.34779e+11,5.49299e+12,6.82278e+10,5.52382e+12,6.85803e+10,4.06824e+11,8.65878e+12,4.16386e+11,2.6031e+11,1.34779e+11,2.82592e+09,1.20144e+09,6.1155e+09,6.1155e+09,6.1155e+09,0,0,0
EXIT-org/apache/hadoop/hbase/ipc/HBaseRpcMetrics$get,68440,0,685,30,85,2857439232,42947,140736795509360,139989821071688,0,248,15744868,25093,0,524288,24576,2.36121e+11,9.2221e+09,3.52934e+08,3.2734e+11,9.57503e+09,4.15651e+10,3.82927e+08,5.06778e+07,1.98786e+10,2.12392e+09,1.91977e+11,1.34945e+11,-1.45588e+11,1.55163e+11,1.2817e+06,6.47916e+11,6.03052e+11,3.31579e+11,8.97413e+10,6.10437e+11,8.61543e+12,5.36002e+12,6.12532e+09,1.7238e+12,8.67009e+11,9.87808e+11,5.63347e+09,2.19248e+12,6.73498e+12,2.90268e+12,3.13902e+12,3.26921e+11,1.91977e+11,1.34945e+11,5.49997e+12,6.83152e+10,5.53084e+12,6.86681e+10,4.0733e+11,8.66986e+12,4.16905e+11,2.60645e+11,1.34945e+11,2.83016e+09,1.20312e+09,6.12532e+09,6.12532e+09,6.12532e+09,0,0,0
ENTER-org/apache/hadoop/hbase/ipc/HBaseRpcMetrics$create,68440,0,685,30,85,2857439232,42947,140736795509360,139989821071688,0,248,15746122,25093,0,524288,24576,2.36413e+11,9.2346e+09,3.53421e+08,3.2775e+11,9.58802e+09,4.16187e+10,3.83416e+08,5.07485e+07,1.99042e+10,2.12669e+09,1.92223e+11,1.35111e+11,-1.45768e+11,1.55356e+11,1.2833e+06,6.48748e+11,6.03825e+11,3.32014e+11,8.98532e+10,6.11224e+11,8.62624e+12,5.36688e+12,6.13513e+09,1.72603e+12,8.68149e+11,9.89101e+11,5.64163e+09,2.19521e+12,6.74356e+12,2.90646e+12,3.14309e+12,3.27334e+11,1.92223e+11,1.35111e+11,5.50695e+12,6.84026e+10,5.53786e+12,6.8756e+10,4.07836e+11,8.68095e+12,4.17424e+11,2.60979e+11,1.35111e+11,2.83441e+09,1.20479e+09,6.13513e+09,6.13513e+09,6.13513e+09,0,0,0
